Opportunity__c,External_ID__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Rate__c,Buy_Type__c,Media_Code__c,Special_Product__c
0063100000elQnXAAU,Swiss:19296-2,"Jul 11, 2016","Sep 30, 2016",449.5,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,18729,224.75,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQnXAAU,Swiss:19296-3,"Jul 11, 2016","Sep 30, 2016",1155.1,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,44426,485.142,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQnXAAU,Swiss:19539-3,"Jul 11, 2016","Sep 30, 2016",1906.35,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,73321,799.14,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQnXAAU,Swiss:19830-4,"Jul 11, 2016","Sep 30, 2016",1863.95,Xaxis Mobile_XAXIS-XM-MRT-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,71690,815.28,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQnXAAU,Swiss:19539-1,"Jul 11, 2016","Sep 30, 2016",1749.55,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,72898,916.81,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQnXAAU,Swiss:19539-2,"Jul 11, 2016","Sep 30, 2016",828.2,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,34509,434,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQnXAAU,Swiss:19296-1,"Jul 11, 2016","Sep 30, 2016",1229.7,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,51238,614.85,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQnXAAU,Swiss:19539-4,"Jul 11, 2016","Sep 30, 2016",810.3,Xaxis Mobile_XAXIS-XM-MRT-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,31166,339.68,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQmQAAU,Swiss:19380-1,"Mar 14, 2016","Jun 26, 2016",2912.3,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,88251,1601.765,Externally Managed,33,CPM,Video,Xaxis TV
0063100000elQmQAAU,Swiss:18358-2,"Mar 14, 2016","Jun 26, 2016",497.4,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,15073,243.726,Externally Managed,33,CPM,Video,Xaxis TV
0063100000elQmQAAU,Swiss:18608-1,"Mar 14, 2016","Jun 26, 2016",1779.35,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,53920,925.262,Externally Managed,33,CPM,Video,Xaxis TV
0063100000elQmQAAU,Swiss:18358-1,"Mar 14, 2016","Jun 26, 2016",3050.15,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,92429,1494.573,Externally Managed,33,CPM,Video,Xaxis TV
0063100000elQmQAAU,Swiss:19380-2,"Mar 14, 2016","Jun 26, 2016",414.6,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,12564,228.03,Externally Managed,33,CPM,Video,Xaxis TV
0063100000elQmQAAU,Swiss:18608-2,"Mar 14, 2016","Jun 26, 2016",304.95,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,9241,158.574,Externally Managed,33,CPM,Video,Xaxis TV
0063100000elQjzAAE,Swiss:17834-2,"Jan 31, 2016","Nov 9, 2016",105.45,Xaxis Premium_XAXIS-XP-UAP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,11718,32.6895,Externally Managed,9,CPM,Display,Xaxis Premium
0063100000elQjzAAE,Swiss:17834-1,"Jan 31, 2016","Nov 9, 2016",270.7,Xaxis Premium_XAXIS-XP-UAP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,30077,83.917,Externally Managed,9,CPM,Display,Xaxis Premium
0063100000elQjzAAE,Swiss:17834-4,"Jan 31, 2016","Nov 9, 2016",112.4,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,5620,48.332,Externally Managed,20,CPM,Display,Xaxis Premium
0063100000elQjzAAE,Swiss:17834-3,"Jan 31, 2016","Nov 9, 2016",15.25,Xaxis Premium_XAXIS-XP-UAP-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,1694,4.7275,Externally Managed,9,CPM,Display,Xaxis Premium
0063100000elQkuAAE,Swiss:18357-9,"Feb 22, 2016","Mar 20, 2016",734.4,Xaxis TV_XAXIS-XT-ROLLS-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,25324,359.856,Externally Managed,29,CPM,Video,Xaxis TV
0063100000elQleAAE,Swiss:18801-5,"Apr 6, 2016","May 1, 2016",2375,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,118750,992.8082,Externally Managed,20,CPM,Display,Xaxis Premium
0063100000elQleAAE,Swiss:18561-4,"Apr 6, 2016","May 1, 2016",10997.05,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,549853,5444.295,Externally Managed,20,CPM,Display,Xaxis Premium
0063100000elQleAAE,Swiss:18561-6,"Apr 6, 2016","May 1, 2016",600,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,30000,297.0412,Externally Managed,20,CPM,Display,Xaxis Premium
0063100000elQleAAE,Swiss:18801-6,"Apr 6, 2016","May 1, 2016",475,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,23750,198.5616,Externally Managed,20,CPM,Display,Xaxis Premium
0063100000elQleAAE,Swiss:18801-2,"Apr 6, 2016","May 1, 2016",5000,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,333333,2152.555,Externally Managed,15,CPM,Display,Xaxis Premium
0063100000elQleAAE,Swiss:18801-1,"Apr 6, 2016","May 1, 2016",14250,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,950000,6134.781,Externally Managed,15,CPM,Display,Xaxis Premium
0063100000elQleAAE,Swiss:18800-2,"Apr 6, 2016","May 1, 2016",35.3,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2353,15.19704,Externally Managed,15,CPM,Display,Xaxis Premium
0063100000elQleAAE,Swiss:18561-2,"Apr 6, 2016","May 1, 2016",2038.2,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,135879,876.2878,Externally Managed,15,CPM,Display,Xaxis Premium
0063100000elQkqAAE,Swiss:18307-1,"Feb 15, 2016","Mar 20, 2016",1732.1,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,91162,653.1437,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQkqAAE,Swiss:18307-6,"Feb 15, 2016","Mar 20, 2016",159.95,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,6665,64.85316,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQkqAAE,Swiss:18307-2,"Feb 15, 2016","Mar 20, 2016",755.25,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,39750,284.7911,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQkqAAE,Swiss:18101-4,"Feb 15, 2016","Mar 20, 2016",1543.5,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,64312,608.0325,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQkqAAE,Swiss:18101-3,"Feb 15, 2016","Mar 20, 2016",134.05,Xaxis Premium_XAXIS-XP-HP-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,7056,48.44755,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQkqAAE,Swiss:18101-5,"Feb 15, 2016","Mar 20, 2016",567.5,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,23646,223.5558,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQkqAAE,Swiss:18101-1,"Feb 15, 2016","Mar 20, 2016",1809.45,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,95235,653.9606,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQkqAAE,Swiss:18307-4,"Feb 15, 2016","Mar 20, 2016",2051.35,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,85472,831.7382,Externally Managed,24,CPM,Display,Xaxis Premium
